"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.chasingbetter247.com.au/resources/fitness-passport","text/html; charset=utf-8","200","OK","Indexable","","Fitness Passport","16","150","As a Fitness Passport holder, you can enjoy unlimited access to our fully equipped gym floor, making it easier than ever to reach your fitness goals.","149","900","","0","Fitness Passport","16","FITNESS PASSPORT","16","24/7 ACCESS","11","","","","https://www.chasingbetter247.com.au/resources/fitness-passport","","","","","","34388","10282","10282","3.939","","232","36","6.444","70.477","Fairly Easy","5.544","1","1","","78","38","0","97.440","37","22","0","10","8","0","","","","","d2fc4ce6f6c5e28b57fba1a491a08e0a","0.028","Fri, 08 May 2026 14:18:53 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/resources/fitness-passport","2026-05-09 15:35:19"
"https://www.chasingbetter247.com.au/terms-conditions","text/html; charset=utf-8","200","OK","Indexable","","Terms & Conditions | ChasingBetter247","37","350","Review the terms and conditions for using ChasingBetter247's facilities and services. Understand our policies on memberships, day passes, class bookings, and more to ensure a safe and enjoyable experience at our health and fitness club.","236","1463","","0","TERMS & CONDITIONS","18","Membership Prices","17","","0","","","","https://www.chasingbetter247.com.au/terms-conditions","","","","","","29171","8694","8694","3.331","","102","23","4.435","70.457","Fairly Easy","3.803","1","0","","40","38","0","97.440","37","22","0","11","9","0","","","","","c1db2db6c3fc788d54f89c32af45939f","0.083","Sat, 09 May 2026 07:35:20 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/terms-conditions","2026-05-09 15:35:20"
"https://www.chasingbetter247.com.au/faqs","text/html; charset=utf-8","200","OK","Indexable","","FAQs for Membership, Payment, Services at ChasingBetter247","58","557","Find answers to common questions about ChasingBetter247. Our FAQs cover memberships, class schedules, facilities, day passes, and more.","135","873","","0","FAQs","4","Got Questions? We've Got Answers!","33","","0","","","","https://www.chasingbetter247.com.au/faqs","","","","","","56331","14755","14755","5.652","","1648","241","6.838","85.058","Easy","17.250","1","0","","80","38","0","97.440","38","22","0","11","8","0","","","","","bef91ac34166584afb968cb2b2fcf329","0.035","Sat, 09 May 2026 01:13:03 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/faqs","2026-05-09 15:35:20"
"https://www.chasingbetter247.com.au/personal-training","text/html; charset=utf-8","200","OK","Indexable","","Personal Training at ChasingBetter247","37","345","Transform your fitness journey with Personal Training at ChasingBetter247 in Perth. Our certified trainers provide personalized workouts tailored to your goals and fitness level. Whether you're aiming to build strength, lose weight, or enhance endurance, our expert guidance ensures effective results. Start your personalized fitness journey today.","348","2118","","0","PERSONAL TRAINING","17","CUSTOMISED TRAINING FOR YOU","27","Personal Training","17","","","","https://www.chasingbetter247.com.au/personal-training","","","","","","43666","12334","12334","4.725","","309","75","4.120","65.486","Normal","5.993","1","0","","93","38","0","97.440","60","31","0","10","8","0","","","","","5b43024c89b45233004504569f8d860","0.029","Fri, 08 May 2026 13:33:37 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training","2026-05-09 15:35:20"
"https://www.chasingbetter247.com.au/v2645sy3qzdjNjVmOTA2NTkxYjQ4ZGU0ZGU3NzZkNTM2/VcVy5l__HUp0yayxTny6NJQkWNo","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","189966","189966","189966","72.772","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.179","","","","","","1.1","","","","","","https://www.chasingbetter247.com.au/v2645sy3qzdjNjVmOTA2NTkxYjQ4ZGU0ZGU3NzZkNTM2/VcVy5l__HUp0yayxTny6NJQkWNo","2026-05-09 15:35:20"
"https://www.chasingbetter247.com.au/personal-training/liam-phelps","text/html; charset=utf-8","200","OK","Indexable","","Liam Phelps | Personal Trainer at ChasingBetter247","50","462","Meet our dedicated personal trainer - Liam Phelps. Achieve your fitness goals, get expert guidance with our certified professionals.","132","800","","0","Liam Phelps","11","TRAINERS","8","What’s on Offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/liam-phelps","","","","","","31973","9528","9528","3.650","","204","36","5.667","79.989","Fairly Easy","5.098","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","4b57847f3154a39cf38c4e37aa7df09b","0.027","Sat, 09 May 2026 00:56:28 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/liam-phelps","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/cassius-kelly","text/html; charset=utf-8","200","OK","Indexable","","Cassius Kelly | Personal Trainer at ChasingBetter247","52","469","Meet our dedicated personal trainer - Cassius Kelly. Our professionals will help you achieve your fitness goals using personalized workout plans!","145","884","","0","Cassius Kelly","13","TRAINERS","8","What’s on Offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/cassius-kelly","","","","","","31923","9493","9493","3.637","","189","35","5.400","85.868","Easy","4.818","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","991aa76512654a675edd566e025b47b6","0.036","Sat, 09 May 2026 00:55:25 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/cassius-kelly","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/briana-peterson","text/html; charset=utf-8","200","OK","Indexable","","Briana Peterson","15","143","Meet our dedicated personal trainer - Briana Peterson. Discover how our trainers can support you on your journey to a healthier, stronger you.","142","871","","0","Briana Peterson","15","TRAINERS","8","What’s on Offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/briana-peterson","","","","","","31197","9377","9377","3.592","","164","37","4.432","74.920","Fairly Easy","4.701","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","5562e107b7880a04e3c141417d38d004","0.044","Sat, 09 May 2026 06:22:48 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/briana-peterson","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/micah-chang","text/html; charset=utf-8","200","OK","Indexable","","Micah Chang | Personal Trainer at ChasingBetter247","50","467","Meet our dedicated personal trainer - Micah Chang. Achieve your fitness goals, get expert guidance with our certified professionals.","132","806","","0","Micah Chang","11","TRAINERS","8","WHAT'S ON OFFER:","16","","","","https://www.chasingbetter247.com.au/personal-training/micah-chang","","","","","","31648","9329","9329","3.574","","139","32","4.344","52.702","Fairly Hard","4.475","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","27fec7932a5ddae9161d0aaae7604c8","0.037","Sat, 09 May 2026 00:57:37 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/micah-chang","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/nhung-dam","text/html; charset=utf-8","200","OK","Indexable","","Nhung Dam | Personal Trainer at ChasingBetter247","48","456","Meet our dedicated personal trainer - Nhung Dam. Discover how our trainers can support you on your journey to a healthier, stronger you.","136","845","","0","Nhung Dam (Rose)","16","TRAINERS","8","What’s on Offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/nhung-dam","","","","","","31781","9435","9435","3.614","","159","30","5.300","66.840","Normal","4.576","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","dd0254d5fda1d70abbb22d5290ba4230","0.292","Sat, 09 May 2026 07:35:21 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/nhung-dam","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/2026free","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","0","","1","1","0","2.560","0","0","0","0","0","0","","","","","","0.398","Fri, 08 May 2026 12:49:08 GMT","","","","","1.1","","","","","","https://www.chasingbetter247.com.au/2026free","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/bree-marlow","text/html; charset=utf-8","200","OK","Indexable","","Bree Marlow | Personal Trainer at ChasingBetter247","50","463","Meet our dedicated personal trainer - Bree Marlow. Discover how our trainers can support you on your journey to a healthier, stronger you.","138","849","","0","Bree Marlow","11","TRAINERS","8","What’s on Offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/bree-marlow","","","","","","32068","9565","9565","3.664","","201","44","4.568","75.509","Fairly Easy","5.315","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","1ce2d600d0b994480032350dc650d28d","0.324","Sat, 09 May 2026 07:35:21 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/bree-marlow","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/stefani-ameduri","text/html; charset=utf-8","200","OK","Indexable","","Stefani Ameduri | Personal Trainer at ChasingBetter247","54","496","Meet our dedicated personal trainer - Stefani Ameduri. Discover how our trainers can support you on your journey to a healthier, stronger you.","142","870","","0","Stefani Ameduri","15","TRAINERS","8","What's on Offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/stefani-ameduri","","","","","","32328","9567","9567","3.665","","203","39","5.205","39.020","Hard","5.840","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","2e392571022e32d959e9943de8925102","0.290","Sat, 09 May 2026 07:35:21 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/stefani-ameduri","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/sasha-hendry","text/html; charset=utf-8","200","OK","Indexable","","Sasha Hendry | Personal Trainer at ChasingBetter247","51","474","Meet our dedicated personal trainer - Sasha Hendry. Achieve your fitness goals, get expert guidance with our certified professionals.","133","811","","0","Sasha Hendry","12","TRAINERS","8","What’s on offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/sasha-hendry","","","","","","32074","9514","9514","3.645","","188","36","5.222","64.284","Normal","5.125","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","21cf5e55f35f8a0ecc52c2007c5cec34","0.024","Sat, 09 May 2026 06:22:55 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/sasha-hendry","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/personal-training/fariba-ceeley","text/html; charset=utf-8","200","OK","Indexable","","Fariba Ceeley | Personal Trainer at ChasingBetter247","52","472","Meet our dedicated personal trainer - Fariba Ceeley. Discover how our trainers can support you on your journey to a healthier, stronger you.","140","854","","0","Fariba Ceeley","13","TRAINERS","8","What’s on Offer:","16","","","","https://www.chasingbetter247.com.au/personal-training/fariba-ceeley","","","","","","31786","9389","9389","3.597","","133","33","4.030","59.624","Fairly Hard","4.230","2","1","","4","3","0","7.690","38","23","0","10","8","0","","","","","560548523b12a4faf7d1034c3bf0afa1","0.334","Sat, 09 May 2026 07:35:21 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/personal-training/fariba-ceeley","2026-05-09 15:35:21"
"https://www.chasingbetter247.com.au/blog/pop-up-classes","text/html; charset=utf-8","200","OK","Indexable","","Pop-up Classes","14","138","At ChasingBetter247, we believe in fostering community, fitness, and fun. That's why every month we host a free pop-up group fitness classes at our Malaga or Ellenbrook locations. These pop-up sessions are a fantastic way for members to explore different types of group fitness, all at no extra cost!","300","1840","","0","Pop-up Classes","14","","0","","0","","","","https://www.chasingbetter247.com.au/blog/pop-up-classes","","","","","","29815","8664","8664","3.319","","152","26","5.846","68.992","Normal","4.704","2","1","","3","3","0","7.690","37","23","0","10","8","0","","","","","4ec5cfdfa66836f371a4adf6d31d33ec","0.308","Sat, 09 May 2026 07:35:21 GMT","","","","en","1.1","","","","","","https://www.chasingbetter247.com.au/blog/pop-up-classes","2026-05-09 15:35:21"
